"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","431962.888","4586754.363","431870.944","4586553.386","2.184629","41.427655","BUS -62-96-V29--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431556.842","4586542.244","431464.901","4586341.269","2.179794","41.42571","BUS -V27--","09","62","Sant Andreu","el Congrés i els Indians","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427698.941","4584514.299","427607.035","4584313.344","2.133872","41.407107","BUS -75-123-H4-V13--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428335.006","4580336.768","428243.093","4580135.852","2.141976","41.369539","NITBUS -N1-N13-N15-N16-N17-N18--","03","14","Sants-Montjuïc","la Font de la Guatlla","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","434057.289","4585918.66","433965.325","4585717.69","2.209784","41.420303","NITBUS -N2--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","425962.267","4583889.712","425870.377","4583688.764","2.113173","41.401324","NITBUS -N8--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428878.473","4577829.351","428786.554","4577628.458","2.148768","41.347004","BUS -21-109--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433235.937","4584634.899","433143.98","4584433.942","2.200098","41.408673","BUS -V27--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433429.635","4584061.447","433337.676","4583860.495","2.202478","41.403524","BUS -192--","10","68","Sant Martí","el Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432559.993","4586262.897","432468.043","4586061.925","2.19183","41.423279","NITBUS -N9--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431760.112","4582445.208","431668.168","4582244.271","2.182689","41.388827","BUS -B25-B20-H16-V19--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429412.909","4582440.969","429320.987","4582240.033","2.154618","41.388586","BUS -59--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432516.736","4588042.925","432424.787","4587841.936","2.191113","41.439308","BUS -H4-V31-133--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430404.001","4581054.709","430312.069","4580853.786","2.166631","41.376187","BUS -V11--","01","01","Ciutat Vella","el Raval","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432128.957","4585635.95","432037.011","4585434.984","2.186742","41.417596","NITBUS -N3--","09","63","Sant Andreu","Navas","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431629.957","4585800.852","431538.015","4585599.884","2.180753","41.419039","NITBUS -N1-N4--","09","63","Sant Andreu","Navas","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428596.87","4580140.322","428504.955","4579939.408","2.14513","41.367793","BUS -23-150--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432103.52","4588075.194","432011.575","4587874.205","2.186164","41.439563","BUS -62-96-126--","09","60","Sant Andreu","Sant Andreu","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432103.52","4588075.194","432011.575","4587874.205","2.186164","41.439563","NITBUS -N3--","09","60","Sant Andreu","Sant Andreu","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430298.083","4586787.716","430206.154","4586586.74","2.164703","41.427813","NITBUS -N4--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430215.446","4584762.486","430123.517","4584561.528","2.163948","41.409565","BUS -114-V19--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429867.486","4584962.71","429775.56","4584761.751","2.159762","41.411338","BUS -24-39-116-D40--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426931.419","4581561.589","426839.519","4581360.662","2.125047","41.380444","BUS -75-M12--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430058.567","4586189.413","429966.64","4585988.442","2.161906","41.422403","BUS -V23--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430992.007","4590350.31","430900.073","4590149.3","2.1726","41.459959","BUS -62-76-83--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431191.094","4588860.595","431099.157","4588659.599","2.175153","41.446559","BUS -127--","08","50","Nou Barris","les Roquetes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431667.742","4590392.179","431575.801","4590191.169","2.180685","41.460394","BUS -83-199--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429140.834","4585820.293","429048.915","4585619.326","2.150968","41.418998","BUS -129-87--","06","29","Gràcia","el Coll","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428662.057","4585408.858","428570.143","4585207.895","2.145288","41.41525","BUS -129--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428303.003","4584988.827","428211.092","4584787.868","2.141042","41.411435","BUS -131--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428348.047","4586505.4","428256.136","4586304.427","2.141401","41.425098","BUS -19-76--","07","40","Horta-Guinardó","Montbau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431328.333","4586380.198","431236.394","4586179.225","2.177078","41.424231","BUS -19-47-H6-V25-D50--","07","35","Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430016.732","4585157.233","429924.805","4584956.272","2.161525","41.413103","BUS -39-114-V19-191--","06","30","Gràcia","la Salut","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429227.532","4584113.909","429135.612","4583912.958","2.152206","41.403637","BUS -22-24-27-87-V17-D40--","06","31","Gràcia","la Vila de Gràcia","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431827.181","4587092.695","431735.238","4586891.715","2.182967","41.430691","NITBUS -N3--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433321.019","4586432.483","433229.062","4586231.509","2.200917","41.42487","BUS -33-V31-136--","10","73","Sant Martí","la Verneda i la Pau","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429501.996","4583274.271","429410.073","4583073.327","2.155587","41.396099","NITBUS -N5--","06","31","Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430481.742","4584993.007","430389.811","4584792.047","2.167108","41.411665","BUS -V21--","07","33","Horta-Guinardó","el Baix Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430159.506","4587328.945","430067.578","4587127.964","2.162982","41.432675","BUS -185--","07","43","Horta-Guinardó","Horta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433091.002","4585610.658","432999.047","4585409.692","2.198256","41.417449","NITBUS -N8--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433246.476","4589063.137","433154.52","4588862.139","2.199734","41.448557","BUS -11-60-B19-M28--","09","57","Sant Andreu","la Trinitat Vella","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430145.199","4584136.176","430053.271","4583935.224","2.16318","41.403918","NITBUS -N6--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431871.489","4581695.961","431779.544","4581495.031","2.184106","41.382088","BUS -59-120-D20-V13-V19--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429400.773","4582251.59","429308.851","4582050.656","2.154495","41.386879","NITBUS -N12--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430253.935","4583093.552","430162.005","4582892.61","2.164601","41.394537","NITBUS -N7--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427791.919","4585161.126","427700.013","4584960.165","2.134907","41.412941","BUS -196-V15--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427998.882","4586839.633","427906.974","4586638.657","2.137183","41.428077","BUS -19-76--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433019.01","4585076.94","432927.055","4584875.979","2.197454","41.412636","NITBUS -N8--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430399.187","4582357.468","430307.256","4582156.533","2.166423","41.38792","BUS -7-54-H12-52--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429941.715","4585253.754","429849.789","4585052.792","2.160617","41.413966","BUS -24-V19--","07","34","Horta-Guinardó","Can Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430373.292","4584251.889","430281.361","4584050.936","2.165896","41.40498","BUS -47-H8--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429834.265","4586095.324","429742.34","4585894.354","2.159233","41.421536","BUS -V23--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430805.179","4582798.359","430713.244","4582597.419","2.171228","41.391926","NITBUS -N1-N2-N3--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429329.108","4581310.802","429237.186","4581109.877","2.153748","41.3784","BUS -L94-L95-H12-E95-52--","02","10","Eixample","Sant Antoni","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426055.308","4581066.849","425963.416","4580865.927","2.114631","41.375908","NITBUS -N14-N3--","","","","","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429459.252","4583737.573","429367.33","4583536.625","2.155021","41.400268","BUS -22-24-87-V17--","06","31","Gràcia","la Vila de Gràcia","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430440.092","4583837.327","430348.161","4583636.378","2.166742","41.401252","NITBUS -N4--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433303.543","4583677.449","433211.585","4583476.5","2.201012","41.400055","BUS -B25-B20-136--","10","68","Sant Martí","el Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427890.882","4581002.263","427798.973","4580801.341","2.136587","41.375493","NITBUS -N14-N2-N28--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429362.111","4580877.161","429270.189","4580676.24","2.154193","41.374497","BUS -55--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431260.305","4588671.627","431168.368","4588470.633","2.176003","41.444863","BUS -60-127--","08","51","Nou Barris","Verdun","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429501.996","4583274.271","429410.073","4583073.327","2.155587","41.396099","BUS -V15--","06","31","Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427502.402","4586846.152","427410.499","4586645.176","2.131241","41.428091","BUS -112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433938.991","4588048.791","433847.029","4587847.802","2.208135","41.439479","BUS -11-V33--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433561.122","4588032.764","433469.163","4587831.775","2.203614","41.439303","BUS -60-V33-133--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431157.661","4581328.295","431065.722","4581127.369","2.175611","41.378716","NITBUS -N12-N15-N9--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432728.523","4588828.12","432636.572","4588627.124","2.19356","41.446397","NITBUS -N9--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432489.661","4588272.089","432397.712","4588071.098","2.190763","41.441369","BUS -126-H4--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428300.663","4585839.904","428208.752","4585638.937","2.140913","41.4191","BUS -27-119--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433938.991","4588048.791","433847.029","4587847.802","2.208135","41.439479","NITBUS -N8--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427335.498","4585439.059","427243.596","4585238.096","2.129413","41.415403","BUS -196--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430094.005","4584384.379","430002.077","4584183.425","2.162539","41.406149","NITBUS -N6--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426744.723","4581978.843","426652.825","4581777.912","2.122764","41.384185","BUS -113--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431305.809","4582023.964","431213.869","4581823.031","2.177304","41.384994","NITBUS -N8-N28--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427152.088","4576077.349","427060.185","4575876.473","2.128345","41.33107","NITBUS -N1--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427841.958","4582183.441","427750.05","4581982.508","2.135861","41.386127","NITBUS -N0--","04","19","Les Corts","les Corts","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427997.07","4584025.543","427905.161","4583824.593","2.137497","41.402732","NITBUS -N0--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430869.818","4584526.886","430777.883","4584325.93","2.171804","41.4075","BUS -47-H8--","02","06","Eixample","la Sagrada Família","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430001.025","4581973.925","429909.097","4581772.993","2.161706","41.384431","NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--","02","10","Eixample","Sant Antoni","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428856.067","4585671.578","428764.151","4585470.612","2.147579","41.417634","NITBUS -N4-N5--","06","29","Gràcia","el Coll","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431333.812","4584044.739","431241.873","4583843.788","2.177409","41.403197","BUS -33-34-B24-H10-D50--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429259.511","4578789.913","429167.589","4578589.011","2.15321","41.355689","BUS -107--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434125.574","4584003.645","434033.609","4583802.693","2.21081","41.403061","BUS -H16--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431755.866","4581560.565","431663.922","4581359.637","2.182738","41.380859","BUS -V17--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427968.992","4581555.074","427877.083","4581354.147","2.137455","41.380479","BUS -V5--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429449.964","4587786.626","429358.043","4587585.641","2.154437","41.436735","BUS -185--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427789.439","4581721.966","427697.532","4581521.037","2.135288","41.381966","BUS -54--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427911.404","4584830.06","427819.496","4584629.102","2.136376","41.40997","BUS -75--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432942.636","4584551.257","432850.682","4584350.3","2.196598","41.407895","BUS -192--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427414.427","4576450.664","427322.522","4576249.784","2.131435","41.334456","BUS -110--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424621.168","4585904.544","424529.291","4585703.577","2.09688","41.419345","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430922.602","4588477.215","430830.668","4588276.223","2.171983","41.443083","BUS -11-D40-V29--","08","51","Nou Barris","Verdun","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427434.11","4581912.94","427342.206","4581712.01","2.131016","41.383654","BUS -V5--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429871.734","4583380.262","429779.808","4583179.317","2.159997","41.397086","BUS -V17--","06","31","Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428835.004","4581700.839","428743.087","4581499.91","2.147794","41.381869","BUS -V9--","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428364.991","4582185.572","428273.078","4581984.639","2.142116","41.386193","NITBUS -N0--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427778.728","4583095.08","427686.821","4582894.138","2.134996","41.394332","BUS -V9--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427778.728","4583095.08","427686.821","4582894.138","2.134996","41.394332","NITBUS -N0--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429286.473","4581789.678","429194.552","4581588.748","2.153182","41.382709","BUS -V9--","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431273.674","4590303.876","431181.737","4590102.867","2.175977","41.459565","BUS -76-104-83-199--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433240.276","4583688.469","433148.319","4583487.52","2.200254","41.400149","BUS -V25--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430452.937","4587143.801","430361.007","4586942.821","2.166515","41.431033","BUS -122--","08","46","Nou Barris","el Turó de la Peira","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433450.687","4586855.643","433358.729","4586654.665","2.202422","41.428692","BUS -33-V31-136--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432967.742","4586203.589","432875.788","4586002.617","2.196715","41.422779","BUS -B24-V31--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432363.996","4582873.883","432272.047","4582672.942","2.189864","41.392739","BUS -V21-H16--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427754.151","4585413.212","427662.245","4585212.249","2.134425","41.415208","BUS -V15--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433585.595","4587986.572","433493.636","4587785.583","2.203912","41.438889","BUS -H8--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433623.059","4587062.793","433531.099","4586861.813","2.204462","41.430572","NITBUS -N8--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433211.006","4584260.318","433119.049","4584059.364","2.199841","41.405297","BUS -H14--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429687.473","4581379.29","429595.548","4581178.364","2.158025","41.379048","BUS -V9--","02","10","Eixample","Sant Antoni","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431511.595","4584500.829","431419.654","4584299.873","2.179484","41.40732","BUS -V23-D50--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431414.377","4583954.262","431322.437","4583753.311","2.178383","41.402389","BUS -33-34-B24-H10--","02","06","Eixample","la Sagrada Família","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","434132.478","4585599.648","434040.513","4585398.681","2.210718","41.417436","NITBUS -N11--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432505.999","4588259.056","432414.05","4588058.065","2.19096","41.441253","NITBUS -N9--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432951.613","4583779.519","432859.659","4583578.57","2.196791","41.400945","BUS -V25--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431992.55","4583804.574","431900.604","4583603.625","2.185316","41.40109","BUS -V23--","02","05","Eixample","el Fort Pienc","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429171.345","4586119.654","429079.426","4585918.684","2.151298","41.421697","NITBUS -N4--","07","37","Horta-Guinardó","el Carmel","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428486.117","4582891.54","428394.203","4582690.6","2.143481","41.392562","NITBUS -N12--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428791.011","4585176.579","428699.095","4584975.618","2.146859","41.41317","BUS -87--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427820.136","4575105.988","427728.226","4574905.121","2.136443","41.322382","BUS -PR4-88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434032.17","4586458.487","433940.206","4586257.512","2.209424","41.425163","BUS -B25-V33--","","","","","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429793.843","4586992.734","429701.919","4586791.756","2.158645","41.429615","BUS -112--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427472.944","4580163.373","427381.039","4579962.459","2.13169","41.3679","BUS -V1--","03","16","Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431262.699","4580665.889","431170.759","4580464.969","2.176943","41.372759","BUS -88--","01","01","Ciutat Vella","el Raval","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433898.77","4585436.375","433806.807","4585235.41","2.20794","41.415946","BUS -B25--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426877.072","4580794.537","426785.173","4580593.617","2.12449","41.373531","BUS -LH2--","","","","","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433523.356","4588370.298","433431.398","4588169.306","2.203125","41.44234","NITBUS -N8--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430847.952","4585191.926","430756.017","4584990.964","2.171466","41.413488","NITBUS -N0--","07","35","Horta-Guinardó","el Guinardó","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431635.17","4583925.543","431543.228","4583724.593","2.181028","41.402149","NITBUS -N7--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430692.688","4580445.939","430600.753","4580245.021","2.170152","41.370729","BUS -BCTO--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429324.526","4579948.429","429232.604","4579747.516","2.153852","41.366129","BUS -BCTO--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432864.023","4587627.553","432772.071","4587426.568","2.195316","41.435596","BUS -M28--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426821.648","4583044.63","426729.75","4582843.689","2.123555","41.393791","BUS -130--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426477.372","4586015.22","426385.478","4585814.252","2.119076","41.420514","BUS -111--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428040.637","4581325.638","427948.727","4581124.713","2.138339","41.378419","BUS -H10--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427746.048","4585246.413","427654.142","4585045.452","2.134348","41.413705","BUS -V13--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429792.565","4581852.741","429700.639","4581651.81","2.159227","41.383322","NITBUS -N12--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427189.926","4582543.939","427098.024","4582343.003","2.12802","41.389315","BUS -70-L97-L79-H6-V3--","04","19","Les Corts","les Corts","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430307.228","4585932.972","430215.299","4585732.003","2.164911","41.420115","NITBUS -N4-N5--","07","35","Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430299.218","4585345.032","430207.288","4585144.069","2.164883","41.414819","BUS -39-D40-191--","07","34","Horta-Guinardó","Can Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430908.029","4582424.16","430816.093","4582223.224","2.172501","41.388565","BUS -47-V17--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429372.339","4587606.848","429280.419","4587405.864","2.153529","41.435109","BUS -102-185-V25--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426593.002","4582250.297","426501.106","4582049.364","2.120917","41.386616","BUS -L97-L79-H6-E43--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427851.073","4585468.537","427759.166","4585267.573","2.135578","41.415715","BUS -H2--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430145.923","4584441.821","430053.995","4584240.866","2.163154","41.406671","BUS -V19--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426430.536","4582626.678","426338.641","4582425.741","2.118928","41.389991","BUS -63-78-V5--","04","21","Les Corts","Pedralbes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427499.822","4581001.926","427407.917","4580801.004","2.131911","41.375455","NITBUS -N14-N2-N28--","03","18","Sants-Montjuïc","Sants","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433330.062","4588026.887","433238.105","4587825.898","2.20085","41.439231","NITBUS -N8--","09","59","Sant Andreu","el Bon Pastor","",""
